Distance_(pixels),Gray_Value
1770,869.431
1771,864.000
1772,863.153
1773,892.934
1774,894.365
1775,875.299
1776,882.248
1777,898.599
1778,919.299
1779,926.599
1780,931.650
1781,944.000
1782,927.766
1783,913.401
1784,918.453
1785,927.066
1786,917.664
1787,886.599
1788,881.547
1789,890.394
1790,888.000
1791,897.343
1792,906.569
1793,903.796
1794,892.964
1795,885.635
1796,892.759
1797,897.606
1798,870.044
1799,857.489
1800,887.124
1801,928.321
1802,916.642
1803,885.139
1804,862.569
1805,842.774
1806,884.321
1807,887.708
1808,866.161
1809,878.569
1810,881.839
1811,856.993
1812,833.898
1813,865.051
1814,888.000
1815,896.029
1816,880.263
1817,889.431
1818,920.000
1819,888.000
1820,894.336
1821,893.985
1822,896.000
1823,916.380
1824,912.847
1825,933.752
1826,930.978
1827,886.861
1828,855.445
1829,864.000
1830,860.555
1831,841.839
1832,870.044
1833,913.489
1834,903.241
1835,875.387
1836,880.730
1837,909.080
1838,928.000
1839,909.226
1840,867.562
1841,860.993
1842,888.380
1843,907.036
1844,913.285
1845,910.949
1846,903.182
1847,876.292
1848,876.175
1849,888.000
1850,891.942
1851,919.299
1852,941.664
1853,948.730
1854,940.847
1855,933.431
1856,932.964
1857,932.876
1858,933.956
1859,919.328
1860,893.547
1861,896.000
1862,917.839
1863,901.577
1864,899.387
1865,897.431
1866,889.489
1867,880.350
1868,857.839
1869,893.168
1870,923.212
1871,906.978
1872,926.628
1873,937.255
1874,900.555
1875,910.978
1876,911.095
1877,888.788
1878,902.657
1879,888.000
1880,904.438
1881,951.358
1882,919.591
1883,879.737
1884,888.088
1885,888.146
1886,872.526
1887,896.380
1888,927.007
1889,921.226
1890,901.109
1891,876.234
1892,878.073
1893,903.358
1894,894.423
1895,900.058
1896,901.139
1897,886.453
1898,881.664
1899,875.562
1900,907.796
1901,914.015
1902,904.000
1903,905.255
1904,893.635
1905,889.927
1906,890.394
1907,882.861
1908,894.161
1909,923.796
1910,918.803
1911,910.453
1912,915.299
1913,918.920
1914,897.869
1915,884.350
1916,908.701
1917,908.350
1918,896.000
