Distance_(pixels),Gray_Value
906,1448.842
907,1153.786
908,1083.416
909,1202.017
910,1303.455
911,1375.053
912,1324.228
913,1330.118
914,1273.340
915,1201.882
916,1096.354
917,1022.874
918,979.888
919,962.234
920,983.929
921,1051.093
922,1136.089
923,1149.355
924,1134.296
925,1093.205
926,1012.699
927,975.050
928,971.287
929,1001.024
930,1016.151
931,1023.203
932,1066.049
933,1096.418
934,1052.633
935,1015.041
936,1038.215
937,989.855
938,963.600
939,998.314
940,925.930
941,898.653
942,933.227
943,938.988
944,971.829
945,995.372
946,984.568
947,950.975
948,929.718
949,917.124
950,879.894
951,881.537
952,884.587
953,905.288
954,891.141
955,872.476
956,895.068
957,931.929
958,939.873
959,907.245
960,857.119
961,884.838
962,851.983
963,860.394
964,875.628
965,948.322
966,933.724
967,907.878
968,898.817
969,907.035
970,957.035
971,979.094
972,935.770
973,944.864
974,955.674
975,923.174
976,921.455
977,948.717
978,943.409
979,946.473
980,902.074
981,872.406
982,879.277
983,900.202
984,927.820
985,965.977
986,916.462
987,956.601
988,924.033
989,910.703
990,921.858
991,920.709
992,920.632
993,944.534
994,937.955
995,865.737
996,912.579
997,939.636
998,938.411
999,924.161
1000,891.345
1001,874.000
1002,886.065
1003,907.315
1004,908.690
1005,923.008
1006,884.781
1007,920.506
1008,953.664
1009,903.762
1010,897.672
1011,904.148
1012,939.314
1013,892.425
1014,891.521
1015,935.357
1016,923.916
1017,900.956
1018,908.076
1019,883.912
1020,890.441
1021,925.469
1022,942.360
1023,892.355
1024,855.521
1025,867.392
1026,906.294
1027,924.430
1028,905.294
1029,916.725
1030,892.632
1031,895.792
1032,903.493
1033,883.739
1034,933.136
1035,943.560
1036,889.270
1037,946.716
1038,900.767
1039,901.612
1040,927.306
1041,878.249
1042,885.290
1043,878.925
1044,865.120
1045,857.882
1046,878.494
1047,903.327
1048,895.698
1049,892.084
1050,903.543
1051,895.917
1052,903.459
1053,882.645
1054,898.790
1055,915.526
1056,887.669
1057,855.876
1058,895.242
1059,891.338
1060,911.874
1061,868.627
1062,882.322
1063,931.371
1064,928.716
1065,894.189
1066,917.686
1067,916.568
1068,906.645
1069,918.221
1070,901.289
1071,869.604
1072,869.740
1073,883.144
1074,894.780
1075,849.859
1076,881.887
1077,870.074
1078,867.692
1079,911.818
1080,918.605
1081,947.491
1082,892.661
1083,876.855
1084,949.307
1085,947.339
1086,914.997
1087,894.842
1088,839.921
1089,855.219
1090,855.804
1091,909.801
1092,941.223
1093,905.348
1094,917.888
1095,922.471
1096,897.510
1097,914.966
1098,934.120
1099,909.813
1100,880.521
1101,895.770
1102,895.886
1103,895.785
1104,844.527
1105,850.859
1106,886.363
1107,927.028
1108,896.569
1109,923.390
1110,942.983
1111,929.953
1112,894.592
1113,886.071
1114,903.467
1115,914.963
1116,906.574
1117,897.836
1118,920.446
1119,930.671
1120,928.710
1121,943.552
1122,942.260
1123,932.563
1124,919.470
1125,896.713
1126,889.515
1127,904.192
1128,871.977
1129,909.672
1130,886.322
1131,878.182
1132,913.365
1133,920.497
1134,890.078
1135,894.699
1136,940.809
1137,894.913
1138,899.110
1139,917.109
1140,937.161
1141,921.491
1142,870.975
1143,872.547
1144,860.000
